#,frozen_output,output_section,generating_script_v3,direct_inputs,direct_input_producer_scripts,upstream_public_roots,reproducible_from_public,coverage,execution_evidence_v3,py_compile_v3
45,C2/figure_source_data/fig5_paired_GSE163120.csv,C2,figure_scripts/make_main_figures.py,output/B2/GSE309037_B2_IFN_vs_MoCul.csv; output/B2/GSE309037_B2_CoCul_vs_MoCul.csv; output/B2/IFN_gold_standard_ISG_up.csv; output/B5/permutation_distributions.csv; output/B5/mechanism_chain_validation.csv; output/B7/B7_m4_cell_scores.csv; temp-intermediate patient_paired_GSE163120.csv + patient_paired_GSE182109.csv (prep_patient_paired); C2/A4_module_scores_patientlevel.csv etc via helper,figure_scripts/make_main_figures.py,"all B1-B7 outputs + prep_patient_paired; ultimate GEO GSE309037/038/039, GSE163120(GSM4972211), GSE182109",YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
46,C2/figure_source_data/fig5_paired_GSE182109.csv,C2,figure_scripts/make_main_figures.py,output/B2/GSE309037_B2_IFN_vs_MoCul.csv; output/B2/GSE309037_B2_CoCul_vs_MoCul.csv; output/B2/IFN_gold_standard_ISG_up.csv; output/B5/permutation_distributions.csv; output/B5/mechanism_chain_validation.csv; output/B7/B7_m4_cell_scores.csv; temp-intermediate patient_paired_GSE163120.csv + patient_paired_GSE182109.csv (prep_patient_paired); C2/A4_module_scores_patientlevel.csv etc via helper,figure_scripts/make_main_figures.py,"all B1-B7 outputs + prep_patient_paired; ultimate GEO GSE309037/038/039, GSE163120(GSM4972211), GSE182109",YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
47,C2/figure_source_data/fig5_meta.csv,C2,figure_scripts/make_main_figures.py,output/B2/GSE309037_B2_IFN_vs_MoCul.csv; output/B2/GSE309037_B2_CoCul_vs_MoCul.csv; output/B2/IFN_gold_standard_ISG_up.csv; output/B5/permutation_distributions.csv; output/B5/mechanism_chain_validation.csv; output/B7/B7_m4_cell_scores.csv; temp-intermediate patient_paired_GSE163120.csv + patient_paired_GSE182109.csv (prep_patient_paired); C2/A4_module_scores_patientlevel.csv etc via helper,figure_scripts/make_main_figures.py,"all B1-B7 outputs + prep_patient_paired; ultimate GEO GSE309037/038/039, GSE163120(GSM4972211), GSE182109",YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
48,C2/figure_source_data/fig5_gene_contribution.csv,C2,figure_scripts/make_main_figures.py,output/B2/GSE309037_B2_IFN_vs_MoCul.csv; output/B2/GSE309037_B2_CoCul_vs_MoCul.csv; output/B2/IFN_gold_standard_ISG_up.csv; output/B5/permutation_distributions.csv; output/B5/mechanism_chain_validation.csv; output/B7/B7_m4_cell_scores.csv; temp-intermediate patient_paired_GSE163120.csv + patient_paired_GSE182109.csv (prep_patient_paired); C2/A4_module_scores_patientlevel.csv etc via helper,figure_scripts/make_main_figures.py,"all B1-B7 outputs + prep_patient_paired; ultimate GEO GSE309037/038/039, GSE163120(GSM4972211), GSE182109",YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
49,C2/figure_source_data/fig5_leave_one_gene.csv,C2,figure_scripts/make_main_figures.py,output/B2/GSE309037_B2_IFN_vs_MoCul.csv; output/B2/GSE309037_B2_CoCul_vs_MoCul.csv; output/B2/IFN_gold_standard_ISG_up.csv; output/B5/permutation_distributions.csv; output/B5/mechanism_chain_validation.csv; output/B7/B7_m4_cell_scores.csv; temp-intermediate patient_paired_GSE163120.csv + patient_paired_GSE182109.csv (prep_patient_paired); C2/A4_module_scores_patientlevel.csv etc via helper,figure_scripts/make_main_figures.py,"all B1-B7 outputs + prep_patient_paired; ultimate GEO GSE309037/038/039, GSE163120(GSM4972211), GSE182109",YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
50,C2/figure_source_data/fig5_within_motam.csv,C2,figure_scripts/make_main_figures.py,output/B2/GSE309037_B2_IFN_vs_MoCul.csv; output/B2/GSE309037_B2_CoCul_vs_MoCul.csv; output/B2/IFN_gold_standard_ISG_up.csv; output/B5/permutation_distributions.csv; output/B5/mechanism_chain_validation.csv; output/B7/B7_m4_cell_scores.csv; temp-intermediate patient_paired_GSE163120.csv + patient_paired_GSE182109.csv (prep_patient_paired); C2/A4_module_scores_patientlevel.csv etc via helper,figure_scripts/make_main_figures.py,"all B1-B7 outputs + prep_patient_paired; ultimate GEO GSE309037/038/039, GSE163120(GSM4972211), GSE182109",YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
51,C2/figures/FigureS1_permutation.tif,C2,figure_scripts/make_supp_figures.py,output/B5/B6/B7 families read by same helper: B5 suppl tables (threshold_sensitivity/permutation_distributions/rescue_sensitivity); B6 decomposition & audit csv; B7 classical IFN/contribution/corr csv; C2 source data re-plotted,figure_scripts/make_supp_figures.py,same full analysis chain,YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
52,C2/figures/FigureS2_loo_donor.tif,C2,figure_scripts/make_supp_figures.py,output/B5/B6/B7 families read by same helper: B5 suppl tables (threshold_sensitivity/permutation_distributions/rescue_sensitivity); B6 decomposition & audit csv; B7 classical IFN/contribution/corr csv; C2 source data re-plotted,figure_scripts/make_supp_figures.py,same full analysis chain,YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
53,C2/figures/FigureS3_loo_gene.tif,C2,figure_scripts/make_supp_figures.py,output/B5/B6/B7 families read by same helper: B5 suppl tables (threshold_sensitivity/permutation_distributions/rescue_sensitivity); B6 decomposition & audit csv; B7 classical IFN/contribution/corr csv; C2 source data re-plotted,figure_scripts/make_supp_figures.py,same full analysis chain,YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
54,C2/figures/FigureS4_method_sensitivity.tif,C2,figure_scripts/make_supp_figures.py,output/B5/B6/B7 families read by same helper: B5 suppl tables (threshold_sensitivity/permutation_distributions/rescue_sensitivity); B6 decomposition & audit csv; B7 classical IFN/contribution/corr csv; C2 source data re-plotted,figure_scripts/make_supp_figures.py,same full analysis chain,YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
55,C2/figures/FigureS5_rescue_patient.tif,C2,figure_scripts/make_supp_figures.py,output/B5/B6/B7 families read by same helper: B5 suppl tables (threshold_sensitivity/permutation_distributions/rescue_sensitivity); B6 decomposition & audit csv; B7 classical IFN/contribution/corr csv; C2 source data re-plotted,figure_scripts/make_supp_figures.py,same full analysis chain,YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
56,C2/figures/FigureS6_enrichment.tif,C2,figure_scripts/make_supp_figures.py,output/B5/B6/B7 families read by same helper: B5 suppl tables (threshold_sensitivity/permutation_distributions/rescue_sensitivity); B6 decomposition & audit csv; B7 classical IFN/contribution/corr csv; C2 source data re-plotted,figure_scripts/make_supp_figures.py,same full analysis chain,YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
57,C2/figures/FigureS7_annotation_audit.tif,C2,figure_scripts/make_supp_figures.py,output/B5/B6/B7 families read by same helper: B5 suppl tables (threshold_sensitivity/permutation_distributions/rescue_sensitivity); B6 decomposition & audit csv; B7 classical IFN/contribution/corr csv; C2 source data re-plotted,figure_scripts/make_supp_figures.py,same full analysis chain,YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
58,C2/figure_source_data/figS1_permutation.csv,C2,figure_scripts/make_supp_figures.py,output/B5/B6/B7 families read by same helper: B5 suppl tables (threshold_sensitivity/permutation_distributions/rescue_sensitivity); B6 decomposition & audit csv; B7 classical IFN/contribution/corr csv; C2 source data re-plotted,figure_scripts/make_supp_figures.py,same full analysis chain,YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
59,C2/figure_source_data/figS2_loo_donor.csv,C2,figure_scripts/make_supp_figures.py,output/B5/B6/B7 families read by same helper: B5 suppl tables (threshold_sensitivity/permutation_distributions/rescue_sensitivity); B6 decomposition & audit csv; B7 classical IFN/contribution/corr csv; C2 source data re-plotted,figure_scripts/make_supp_figures.py,same full analysis chain,YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
60,C2/figure_source_data/figS3_loo_gene.csv,C2,figure_scripts/make_supp_figures.py,output/B5/B6/B7 families read by same helper: B5 suppl tables (threshold_sensitivity/permutation_distributions/rescue_sensitivity); B6 decomposition & audit csv; B7 classical IFN/contribution/corr csv; C2 source data re-plotted,figure_scripts/make_supp_figures.py,same full analysis chain,YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
61,C2/figure_source_data/figS4_method.csv,C2,figure_scripts/make_supp_figures.py,output/B5/B6/B7 families read by same helper: B5 suppl tables (threshold_sensitivity/permutation_distributions/rescue_sensitivity); B6 decomposition & audit csv; B7 classical IFN/contribution/corr csv; C2 source data re-plotted,figure_scripts/make_supp_figures.py,same full analysis chain,YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
62,C2/figure_source_data/figS5_rescue_patient.csv,C2,figure_scripts/make_supp_figures.py,output/B5/B6/B7 families read by same helper: B5 suppl tables (threshold_sensitivity/permutation_distributions/rescue_sensitivity); B6 decomposition & audit csv; B7 classical IFN/contribution/corr csv; C2 source data re-plotted,figure_scripts/make_supp_figures.py,same full analysis chain,YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
63,C2/figure_source_data/figS6_ORA_full.csv,C2,figure_scripts/make_supp_figures.py,output/B5/B6/B7 families read by same helper: B5 suppl tables (threshold_sensitivity/permutation_distributions/rescue_sensitivity); B6 decomposition & audit csv; B7 classical IFN/contribution/corr csv; C2 source data re-plotted,figure_scripts/make_supp_figures.py,same full analysis chain,YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
64,C2/figure_source_data/figS6_GSEA_full.csv,C2,figure_scripts/make_supp_figures.py,output/B5/B6/B7 families read by same helper: B5 suppl tables (threshold_sensitivity/permutation_distributions/rescue_sensitivity); B6 decomposition & audit csv; B7 classical IFN/contribution/corr csv; C2 source data re-plotted,figure_scripts/make_supp_figures.py,same full analysis chain,YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
65,C2/figure_source_data/figS7_annotation_audit.csv,C2,figure_scripts/make_supp_figures.py,output/B5/B6/B7 families read by same helper: B5 suppl tables (threshold_sensitivity/permutation_distributions/rescue_sensitivity); B6 decomposition & audit csv; B7 classical IFN/contribution/corr csv; C2 source data re-plotted,figure_scripts/make_supp_figures.py,same full analysis chain,YES(public GEO+MSigDB+Ensembl),mapped,"RE-RUN PASS (clean-room run01, C4.4E)",PASS
